PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3,Organisation,ExpertiseArea,Intent,Platform,PromptSource,PersonaTemplateID,GenerationMethod
UOS-0125,UK,Research Professional,General,Collaboration & Partnerships,Which universities have the best partnerships with businesses?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0126,UK,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest relationships with government and public sector organisations?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0127,UK,Research Professional,General,Collaboration & Partnerships,Which universities have the most extensive international research partnerships?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0128,UK,Research Professional,General,Collaboration & Partnerships,Which universities are best at translating research into real-world impact?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0129,UK,Research Professional,General,Collaboration & Partnerships,Which universities are known for successful knowledge exchange?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0130,UK,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest innovation ecosystems?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0131,UK,Research Professional,General,Collaboration & Partnerships,Which universities are easiest to collaborate with on research projects?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0132,UK,Research Professional,General,Research & Innovation,Which universities secure the most competitive research funding?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0133,UK,Research Professional,General,Research & Innovation,Which universities have the strongest record of winning UK research grants?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0134,UK,Research Professional,General,Research & Innovation,Which universities attract the highest levels of external research investment?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0135,UK,Research Professional,General,Research & Innovation,Which universities are most successful at commercialising research?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0136,UK,Research Professional,General,Research & Innovation,Which universities have the strongest support for research funding applications?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0137,UK,Research Professional,General,Research & Innovation,Which universities are best at attracting industrial research investment?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0138,UK,Research Professional,General,Research Impact,Which universities demonstrate the greatest societal impact through research?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0139,UK,Research Professional,General,Research Impact,Which universities have the strongest record of research influencing policy?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0140,UK,Research Professional,General,Research Impact,Which universities are recognised for delivering impactful research outcomes?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0141,UK,Research Professional,General,Research Impact,Which universities produce research with the greatest commercial impact?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0142,UK,Research Professional,General,Research Impact,Which universities have the strongest record of turning research into innovation?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0143,UK,Research Professional,General,Academic Experience,Which universities attract the world's leading researchers?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0144,UK,Research Professional,General,Academic Experience,Which universities have the strongest concentration of research talent?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0145,UK,Research Professional,General,Academic Experience,Which universities are best for building collaborations with leading academics?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0146,UK,Research Professional,General,Academic Experience,Which universities have the strongest postgraduate and doctoral research communities?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0147,UK,Research Professional,General,Academic Experience,Which universities are best at developing early-career researchers?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0148,UK,Research Professional,General,Research & Innovation,Which universities would make the strongest long-term research partner?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0149,UK,Research Professional,General,Research & Innovation,Which universities offer the greatest opportunities for strategic research collaboration?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0150,UK,Research Professional,General,Collaboration & Partnerships,Which universities combine research excellence with strong industry engagement?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0151,UK,Research Professional,General,Research & Innovation,Which universities would you recommend for establishing a major research partnership?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0152,UK,Research Professional,General,Research & Innovation,"If you could recommend five UK universities for research collaboration, which would you choose and why?",OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0153,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities are most respected by employers in China?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0154,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the highest QS rankings?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0155,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest international reputation?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0156,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities are considered the most prestigious?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0157,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities would you recommend for international students from China?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0158,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities offer the best overall reputation and value?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0159,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities are becoming more popular with Chinese students?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0160,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest global alumni networks?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0161,China,Prospective Student (Undergraduate),General,Reputation,Which UK universities are best recognised by multinational employers?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0162,China,Prospective Student (Undergraduate),General,Reputation,"If you could recommend five UK universities for a Chinese undergraduate student, which would you choose?",DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0163,China,Prospective Student (Undergraduate),General,Academic Experience,Which UK universities are known for excellent undergraduate teaching?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0164,China,Prospective Student (Undergraduate),General,Academic Experience,Which universities provide the best learning experience for international students?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0165,China,Prospective Student (Undergraduate),General,Academic Experience,Which universities have the strongest academic support services?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0166,China,Prospective Student (Undergraduate),General,Academic Experience,Which universities offer the most practical learning opportunities?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
