PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3
,China,Research Professional,General,Research & Innovation,Which universities have the strongest international research influence?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities are recognised as global innovation leaders?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities would you recommend for high-impact research collaboration?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities have the best research infrastructure?,DeepSeek,,
,China,Research Professional,General,Facilities,Which universities provide the strongest laboratory facilities?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities have the best research platforms and equipment?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities invest most heavily in research capability?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities provide the strongest environment for collaborative research?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities have the strongest international research partnerships?,DeepSeek,,
,China,Research Professional,General,Collaboration & Partnerships,Which universities collaborate most successfully with industry?,DeepSeek,,
,China,Research Professional,General,Collaboration & Partnerships,Which universities are best at building long-term international research partnerships?,DeepSeek,,
,China,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest knowledge exchange activities?,DeepSeek,,
,China,Research Professional,General,Collaboration & Partnerships,Which universities are most open to international research collaboration?,DeepSeek,,
,China,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest partnerships with Chinese institutions?,DeepSeek,,
,China,Research Professional,General,Funding & Innovation,Which universities secure the highest levels of research funding?,DeepSeek,,
,China,Research Professional,General,Funding & Innovation,Which universities have the strongest success in Horizon Europe and UKRI funding?,DeepSeek,,
,China,Research Professional,General,Funding & Innovation,Which universities attract the most industrial research investment?,DeepSeek,,
,China,Research Professional,General,Funding & Innovation,Which universities are best at commercialising research?,DeepSeek,,
,China,Research Professional,General,Funding & Innovation,Which universities produce the most research-driven innovation?,DeepSeek,,
,China,Research Professional,General,Research Impact,Which universities produce research with the greatest societal impact?,DeepSeek,,
,China,Research Professional,General,Research Impact,Which universities have the strongest record of technology transfer?,DeepSeek,,
,China,Research Professional,General,Research Impact,Which universities have the highest research citation impact?,DeepSeek,,
,China,Research Professional,General,Research Impact,Which universities produce research that influences international policy?,DeepSeek,,
,China,Research Professional,General,Research Impact,Which universities have the strongest record of research commercialisation?,DeepSeek,,
,China,Research Professional,General,Academic Experience,Which universities attract the world's leading researchers?,DeepSeek,,
,China,Research Professional,General,Academic Experience,Which universities have the strongest concentration of internationally recognised academics?,DeepSeek,,
,China,Research Professional,General,Academic Experience,Which universities are best for recruiting talented doctoral researchers?,DeepSeek,,
,China,Research Professional,General,Academic Experience,Which universities have the strongest interdisciplinary research teams?,DeepSeek,,
,China,Research Professional,General,Academic Experience,Which universities provide the best opportunities to collaborate with leading experts?,DeepSeek,,
,China,Research Professional,General,Reputation,Which universities have the strongest global research rankings?,DeepSeek,,
,China,Research Professional,General,Reputation,Which universities have the most influential international research networks?,DeepSeek,,
,China,Research Professional,General,Reputation,Which universities are most recognised by research organisations in China?,DeepSeek,,
,China,Research Professional,General,Reputation,Which universities have the strongest global academic partnerships?,DeepSeek,,
,China,Research Professional,General,Reputation,Which universities have the greatest international research visibility?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which UK universities would make the strongest strategic research partner?,DeepSeek,,
,China,Research Professional,General,Collaboration & Partnerships,Which universities combine research excellence with strong industry engagement?,DeepSeek,,
,China,Research Professional,General,Collaboration & Partnerships,Which universities offer the greatest long-term collaboration opportunities?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,Which universities would best support international joint research programmes?,DeepSeek,,
,China,Research Professional,General,Research & Innovation,"If you could recommend five UK universities for a long-term research partnership with a Chinese organisation, which would you choose and why?",DeepSeek,,
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest reputation among employers?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities offer the best value for an international undergraduate degree?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities are most popular with students from India?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest global reputation?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities are recognised by leading multinational companies?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities provide the best overall undergraduate experience?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities would you recommend for students from India?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest alumni networks?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities consistently perform well in global rankings?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Reputation,"If you could recommend five UK universities for an Indian undergraduate student, which would you choose?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),General,Academic Experience,Which universities are known for outstanding undergraduate teaching?,OpenAI,Gemini,Perplexity
